Date,Day_of_Week,Lecture_Number,Start_Time,End_Time,Subject,Faculty_ID,Semester,Branch,Section,Classroom,Total_Enrolled_Students,Students_Present,Attendance_Percentage,Previous_Lecture_Attendance_Pct,Gap_Since_Previous_Lecture_Hours,Practical_or_Theory,Internal_Test_Week,Assignment_Due,Holiday_Before_After,Weather,Special_Event,Faculty_Experience_Years
20-07-2026,Monday,3,10:15:00,11:15:00,Data Science & Machine Learning,F_SP,3,MCA,B,Computer Lab,101,73,72.28,60.4,0,Theory,No,No,No,Cloudy,No,8
20-07-2026,Monday,4,11:15:00,12:15:00,Software Testing and Quality Assurance,F_DPY,3,MCA,B,Computer Lab,101,50,49.5,72.28,0,Theory,No,No,No,Rainy,No,6
20-07-2026,Monday,5,13:30:00,15:30:00,Industry Readiness Program,F_Visiting,3,MCA,B,Computer Lab,101,66,65.35,49.5,1.25,Theory,No,No,No,Sunny,No,4
21-07-2026,Tuesday,1,08:30:00,09:15:00,Mobile Application Development,F_SSP,3,MCA,A,Computer Lab,103,74,71.84,,,Theory,No,No,No,Rainy,No,9
21-07-2026,Tuesday,2,09:15:00,10:15:00,Mobile Application Development,F_SSP,3,MCA,A,Computer Lab,103,85,82.52,71.84,0,Theory,No,No,No,Sunny,No,9
21-07-2026,Tuesday,3,10:15:00,11:15:00,Data Science & Machine Learning,F_SP,3,MCA,A,Computer Lab,103,78,75.73,82.52,0,Theory,No,No,No,Rainy,No,8
21-07-2026,Tuesday,4,11:15:00,12:15:00,Principles of Cloud Management and Security,F_KSD,3,MCA,A,Computer Lab,103,76,73.79,75.73,0,Theory,No,No,No,Rainy,No,7
21-07-2026,Tuesday,5,13:30:00,15:30:00,Software Testing and Quality Assurance,F_DPY,3,MCA,A,Computer Lab,103,90,87.38,73.79,1.25,Practical,No,No,No,Sunny,No,6
21-07-2026,Tuesday,1,08:30:00,09:15:00,Mobile Application Development,F_SSP,3,MCA,B,Computer Lab,101,74,73.27,,,Theory,No,No,No,Rainy,No,9
21-07-2026,Tuesday,2,09:15:00,10:15:00,Mobile Application Development,F_SSP,3,MCA,B,Computer Lab,101,84,83.17,73.27,0,Theory,No,No,No,Cloudy,No,9
21-07-2026,Tuesday,3,10:15:00,11:15:00,Data Science & Machine Learning,F_SP,3,MCA,B,Computer Lab,101,69,68.32,83.17,0,Theory,No,No,No,Rainy,No,8
21-07-2026,Tuesday,4,11:15:00,12:15:00,Principles of Cloud Management and Security,F_KSD,3,MCA,B,Computer Lab,101,67,66.34,68.32,0,Theory,No,No,No,Sunny,No,7
21-07-2026,Tuesday,5,13:30:00,15:30:00,Software Testing and Quality Assurance,F_DPY,3,MCA,B,Computer Lab,101,99,98.02,66.34,1.25,Practical,No,No,No,Rainy,No,6
22-07-2026,Wednesday,1,08:30:00,09:15:00,Mobile Application Development,F_SSP,3,MCA,A,Computer Lab,103,57,55.34,,,Practical,No,No,After,Sunny,No,9
22-07-2026,Wednesday,2,09:15:00,10:15:00,Mobile Application Development,F_SSP,3,MCA,A,Computer Lab,103,60,58.25,55.34,0,Practical,No,No,After,Rainy,No,9
22-07-2026,Wednesday,3,10:15:00,11:15:00,Mini Project,F_RSZ,3,MCA,A,Computer Lab,103,67,65.05,58.25,0,Practical,No,No,After,Rainy,No,15
22-07-2026,Wednesday,4,11:15:00,12:15:00,Mini Project,F_RSZ,3,MCA,A,Computer Lab,103,75,72.82,65.05,0,Practical,No,Yes,After,Cloudy,No,15
22-07-2026,Wednesday,1,08:30:00,09:15:00,Mobile Application Development,F_SSP,3,MCA,B,Computer Lab,101,61,60.4,,,Practical,No,No,After,Cloudy,No,9
22-07-2026,Wednesday,2,09:15:00,10:15:00,Mobile Application Development,F_SSP,3,MCA,B,Computer Lab,101,70,69.31,60.4,0,Practical,No,No,After,Cloudy,No,9
22-07-2026,Wednesday,3,10:15:00,11:15:00,Mini Project,F_RSZ,3,MCA,B,Computer Lab,101,61,60.4,69.31,0,Practical,No,No,After,Rainy,No,15
22-07-2026,Wednesday,4,11:15:00,12:15:00,Mini Project,F_RSZ,3,MCA,B,Computer Lab,101,60,59.41,60.4,0,Practical,No,No,After,Rainy,No,15
23-07-2026,Thursday,1,08:30:00,09:15:00,Mobile Application Development,F_SSP,3,MCA,A,Computer Lab,103,74,71.84,,,Theory,No,No,No,Cloudy,No,9
23-07-2026,Thursday,2,09:15:00,10:15:00,Mobile Application Development,F_SSP,3,MCA,A,Computer Lab,103,67,65.05,71.84,0,Theory,No,Yes,No,Sunny,No,9
23-07-2026,Thursday,3,10:15:00,11:15:00,Innovation and Entrepreneurship Development,F_JSP,3,MCA,A,Computer Lab,103,58,56.31,65.05,0,Theory,No,Yes,No,Cloudy,No,12
23-07-2026,Thursday,4,11:15:00,12:15:00,Innovation and Entrepreneurship Development,F_JSP,3,MCA,A,Computer Lab,103,80,77.67,56.31,0,Theory,No,No,No,Rainy,No,12
23-07-2026,Thursday,5,13:30:00,15:30:00,STQA Practical,F_DPY,3,MCA,A,Computer Lab,103,85,82.52,77.67,1.25,Practical,No,No,No,Rainy,Yes,6
23-07-2026,Thursday,1,08:30:00,09:15:00,Mobile Application Development,F_SSP,3,MCA,B,Computer Lab,101,65,64.36,,,Theory,No,No,No,Sunny,No,9
23-07-2026,Thursday,2,09:15:00,10:15:00,Mobile Application Development,F_SSP,3,MCA,B,Computer Lab,101,76,75.25,64.36,0,Theory,No,No,No,Rainy,No,9
23-07-2026,Thursday,3,10:15:00,11:15:00,Innovation and Entrepreneurship Development,F_JSP,3,MCA,B,Computer Lab,101,75,74.26,75.25,0,Theory,No,No,No,Rainy,No,12
23-07-2026,Thursday,4,11:15:00,12:15:00,Innovation and Entrepreneurship Development,F_JSP,3,MCA,B,Computer Lab,101,65,64.36,74.26,0,Theory,No,No,No,Rainy,No,12
23-07-2026,Thursday,5,13:30:00,15:30:00,STQA Practical,F_DPY,3,MCA,B,Computer Lab,101,78,77.23,64.36,1.25,Practical,No,Yes,No,Rainy,No,6
24-07-2026,Friday,1,08:30:00,09:15:00,Mobile Application Development,F_SSP,3,MCA,A,Computer Lab,103,85,82.52,,,Theory,No,No,No,Sunny,No,9
24-07-2026,Friday,2,09:15:00,10:15:00,Mobile Application Development,F_SSP,3,MCA,A,Computer Lab,103,75,72.82,82.52,0,Theory,No,No,No,Cloudy,No,9
24-07-2026,Friday,3,10:15:00,11:15:00,Principles of Cloud Management and Security,F_KSD,3,MCA,A,Computer Lab,103,90,87.38,72.82,0,Theory,No,No,No,Cloudy,No,7
24-07-2026,Friday,4,11:15:00,12:15:00,Data Science & Machine Learning,F_SP,3,MCA,A,Computer Lab,103,73,70.87,87.38,0,Theory,No,No,No,Rainy,No,8
24-07-2026,Friday,5,13:30:00,15:30:00,DS & ML Practical,F_MLK,3,MCA,A,Computer Lab,103,70,67.96,70.87,1.25,Practical,No,No,No,Rainy,No,11
24-07-2026,Friday,1,08:30:00,09:15:00,Mobile Application Development,F_SSP,3,MCA,B,Computer Lab,101,54,53.47,,,Theory,No,Yes,No,Rainy,No,9
24-07-2026,Friday,2,09:15:00,10:15:00,Mobile Application Development,F_SSP,3,MCA,B,Computer Lab,101,67,66.34,53.47,0,Theory,No,No,No,Cloudy,No,9
24-07-2026,Friday,3,10:15:00,11:15:00,Principles of Cloud Management and Security,F_KSD,3,MCA,B,Computer Lab,101,77,76.24,66.34,0,Theory,No,No,No,Cloudy,No,7
24-07-2026,Friday,4,11:15:00,12:15:00,Data Science & Machine Learning,F_SP,3,MCA,B,Computer Lab,101,79,78.22,76.24,0,Theory,No,No,No,Cloudy,No,8
24-07-2026,Friday,5,13:30:00,15:30:00,DS & ML Practical,F_MLK,3,MCA,B,Computer Lab,101,62,61.39,78.22,1.25,Practical,No,No,No,Cloudy,No,11
25-07-2026,Saturday,1,08:30:00,09:15:00,Mobile Application Development,F_SSP,3,MCA,A,Computer Lab,103,77,74.76,,,Theory,No,Yes,No,Rainy,No,9
25-07-2026,Saturday,2,09:15:00,10:15:00,Mobile Application Development,F_SSP,3,MCA,A,Computer Lab,103,77,74.76,74.76,0,Theory,No,No,No,Rainy,No,9
25-07-2026,Saturday,3,10:15:00,11:15:00,Software Testing and Quality Assurance,F_DPY,3,MCA,A,Computer Lab,103,74,71.84,74.76,0,Theory,No,No,No,Sunny,No,6
25-07-2026,Saturday,4,11:15:00,12:15:00,Principles of Cloud Management and Security,F_KSD,3,MCA,A,Computer Lab,103,48,46.6,71.84,0,Theory,No,No,No,Rainy,Yes,7
25-07-2026,Saturday,5,13:30:00,15:30:00,Innovation and Entrepreneurship Development,F_JSP,3,MCA,A,Computer Lab,103,65,63.11,46.6,1.25,Theory,No,No,No,Rainy,No,12
25-07-2026,Saturday,1,08:30:00,09:15:00,Mobile Application Development,F_SSP,3,MCA,B,Computer Lab,101,69,68.32,,,Theory,No,No,No,Cloudy,No,9
25-07-2026,Saturday,2,09:15:00,10:15:00,Mobile Application Development,F_SSP,3,MCA,B,Computer Lab,101,78,77.23,68.32,0,Theory,No,No,No,Rainy,No,9
25-07-2026,Saturday,3,10:15:00,11:15:00,Software Testing and Quality Assurance,F_DPY,3,MCA,B,Computer Lab,101,68,67.33,77.23,0,Theory,No,No,No,Rainy,No,6
25-07-2026,Saturday,4,11:15:00,12:15:00,Principles of Cloud Management and Security,F_KSD,3,MCA,B,Computer Lab,101,69,68.32,67.33,0,Theory,No,No,No,Rainy,No,7
25-07-2026,Saturday,5,13:30:00,15:30:00,Innovation and Entrepreneurship Development,F_JSP,3,MCA,B,Computer Lab,101,67,66.34,68.32,1.25,Theory,No,No,No,Rainy,Yes,12
27-07-2026,Monday,1,08:30:00,09:15:00,Mobile Application Development,F_SSP,3,MCA,A,Computer Lab,103,93,90.29,,,Theory,No,No,No,Rainy,No,9
27-07-2026,Monday,2,09:15:00,10:15:00,Mobile Application Development,F_SSP,3,MCA,A,Computer Lab,103,103,100,90.29,0,Theory,No,No,No,Rainy,No,9
27-07-2026,Monday,3,10:15:00,11:15:00,Data Science & Machine Learning,F_SP,3,MCA,A,Computer Lab,103,97,94.17,100,0,Theory,No,No,No,Sunny,No,8
27-07-2026,Monday,4,11:15:00,12:15:00,Software Testing and Quality Assurance,F_DPY,3,MCA,A,Computer Lab,103,98,95.15,94.17,0,Theory,No,No,No,Rainy,No,6
27-07-2026,Monday,5,13:30:00,15:30:00,Industry Readiness Program,F_Visiting,3,MCA,A,Computer Lab,103,95,92.23,95.15,1.25,Theory,No,No,No,Cloudy,No,4
27-07-2026,Monday,1,08:30:00,09:15:00,Mobile Application Development,F_SSP,3,MCA,B,Computer Lab,101,68,67.33,,,Theory,No,No,No,Cloudy,No,9
27-07-2026,Monday,2,09:15:00,10:15:00,Mobile Application Development,F_SSP,3,MCA,B,Computer Lab,101,64,63.37,67.33,0,Theory,No,No,No,Sunny,No,9
27-07-2026,Monday,3,10:15:00,11:15:00,Data Science & Machine Learning,F_SP,3,MCA,B,Computer Lab,101,78,77.23,63.37,0,Theory,No,No,No,Rainy,No,8
27-07-2026,Monday,4,11:15:00,12:15:00,Software Testing and Quality Assurance,F_DPY,3,MCA,B,Computer Lab,101,86,85.15,77.23,0,Theory,No,No,No,Cloudy,No,6
27-07-2026,Monday,5,13:30:00,15:30:00,Industry Readiness Program,F_Visiting,3,MCA,B,Computer Lab,101,77,76.24,85.15,1.25,Theory,No,No,No,Sunny,No,4
28-07-2026,Tuesday,1,08:30:00,09:15:00,Mobile Application Development,F_SSP,3,MCA,A,Computer Lab,103,82,79.61,,,Theory,No,No,No,Rainy,No,9
28-07-2026,Tuesday,2,09:15:00,10:15:00,Mobile Application Development,F_SSP,3,MCA,A,Computer Lab,103,81,78.64,79.61,0,Theory,No,No,No,Sunny,No,9
28-07-2026,Tuesday,3,10:15:00,11:15:00,Data Science & Machine Learning,F_SP,3,MCA,A,Computer Lab,103,61,59.22,78.64,0,Theory,No,No,No,Cloudy,No,8
28-07-2026,Tuesday,4,11:15:00,12:15:00,Principles of Cloud Management and Security,F_KSD,3,MCA,A,Computer Lab,103,65,63.11,59.22,0,Theory,No,No,No,Sunny,No,7
28-07-2026,Tuesday,5,13:30:00,15:30:00,Software Testing and Quality Assurance,F_DPY,3,MCA,A,Computer Lab,103,50,48.54,63.11,1.25,Practical,No,No,No,Rainy,No,6
28-07-2026,Tuesday,1,08:30:00,09:15:00,Mobile Application Development,F_SSP,3,MCA,B,Computer Lab,101,72,71.29,,,Theory,No,No,No,Cloudy,No,9
28-07-2026,Tuesday,2,09:15:00,10:15:00,Mobile Application Development,F_SSP,3,MCA,B,Computer Lab,101,52,51.49,71.29,0,Theory,No,No,No,Rainy,No,9
28-07-2026,Tuesday,3,10:15:00,11:15:00,Data Science & Machine Learning,F_SP,3,MCA,B,Computer Lab,101,75,74.26,51.49,0,Theory,No,No,No,Rainy,No,8
28-07-2026,Tuesday,4,11:15:00,12:15:00,Principles of Cloud Management and Security,F_KSD,3,MCA,B,Computer Lab,101,72,71.29,74.26,0,Theory,No,No,No,Cloudy,No,7
28-07-2026,Tuesday,5,13:30:00,15:30:00,Software Testing and Quality Assurance,F_DPY,3,MCA,B,Computer Lab,101,61,60.4,71.29,1.25,Practical,No,No,No,Sunny,No,6
29-07-2026,Wednesday,1,08:30:00,09:15:00,Mobile Application Development,F_SSP,3,MCA,A,Computer Lab,103,91,88.35,,,Practical,No,No,No,Cloudy,No,9
29-07-2026,Wednesday,2,09:15:00,10:15:00,Mobile Application Development,F_SSP,3,MCA,A,Computer Lab,103,87,84.47,88.35,0,Practical,No,No,No,Rainy,No,9
29-07-2026,Wednesday,3,10:15:00,11:15:00,Mini Project,F_RSZ,3,MCA,A,Computer Lab,103,75,72.82,84.47,0,Practical,No,No,No,Rainy,No,15
29-07-2026,Wednesday,4,11:15:00,12:15:00,Mini Project,F_RSZ,3,MCA,A,Computer Lab,103,75,72.82,72.82,0,Practical,No,No,No,Rainy,No,15
29-07-2026,Wednesday,1,08:30:00,09:15:00,Mobile Application Development,F_SSP,3,MCA,B,Computer Lab,101,85,84.16,,,Practical,No,No,No,Sunny,No,9
29-07-2026,Wednesday,2,09:15:00,10:15:00,Mobile Application Development,F_SSP,3,MCA,B,Computer Lab,101,92,91.09,84.16,0,Practical,No,No,No,Rainy,No,9
29-07-2026,Wednesday,3,10:15:00,11:15:00,Mini Project,F_RSZ,3,MCA,B,Computer Lab,101,78,77.23,91.09,0,Practical,No,No,No,Rainy,No,15
29-07-2026,Wednesday,4,11:15:00,12:15:00,Mini Project,F_RSZ,3,MCA,B,Computer Lab,101,68,67.33,77.23,0,Practical,No,No,No,Rainy,No,15
30-07-2026,Thursday,1,08:30:00,09:15:00,Mobile Application Development,F_SSP,3,MCA,A,Computer Lab,103,93,90.29,,,Theory,No,No,No,Cloudy,No,9
30-07-2026,Thursday,2,09:15:00,10:15:00,Mobile Application Development,F_SSP,3,MCA,A,Computer Lab,103,77,74.76,90.29,0,Theory,No,No,No,Rainy,No,9
30-07-2026,Thursday,3,10:15:00,11:15:00,Innovation and Entrepreneurship Development,F_JSP,3,MCA,A,Computer Lab,103,87,84.47,74.76,0,Theory,No,Yes,No,Rainy,No,12
30-07-2026,Thursday,4,11:15:00,12:15:00,Innovation and Entrepreneurship Development,F_JSP,3,MCA,A,Computer Lab,103,81,78.64,84.47,0,Theory,No,No,No,Rainy,No,12
30-07-2026,Thursday,5,13:30:00,15:30:00,STQA Practical,F_DPY,3,MCA,A,Computer Lab,103,83,80.58,78.64,1.25,Practical,No,No,No,Cloudy,No,6
30-07-2026,Thursday,1,08:30:00,09:15:00,Mobile Application Development,F_SSP,3,MCA,B,Computer Lab,101,60,59.41,,,Theory,No,Yes,No,Rainy,No,9
30-07-2026,Thursday,2,09:15:00,10:15:00,Mobile Application Development,F_SSP,3,MCA,B,Computer Lab,101,75,74.26,59.41,0,Theory,No,No,No,Rainy,No,9
30-07-2026,Thursday,3,10:15:00,11:15:00,Innovation and Entrepreneurship Development,F_JSP,3,MCA,B,Computer Lab,101,65,64.36,74.26,0,Theory,No,No,No,Sunny,No,12
30-07-2026,Thursday,4,11:15:00,12:15:00,Innovation and Entrepreneurship Development,F_JSP,3,MCA,B,Computer Lab,101,71,70.3,64.36,0,Theory,No,No,No,Rainy,No,12
30-07-2026,Thursday,5,13:30:00,15:30:00,STQA Practical,F_DPY,3,MCA,B,Computer Lab,101,82,81.19,70.3,1.25,Practical,No,No,No,Cloudy,No,6
31-07-2026,Friday,1,08:30:00,09:15:00,Mobile Application Development,F_SSP,3,MCA,A,Computer Lab,103,74,71.84,,,Theory,No,Yes,No,Cloudy,No,9
31-07-2026,Friday,2,09:15:00,10:15:00,Mobile Application Development,F_SSP,3,MCA,A,Computer Lab,103,80,77.67,71.84,0,Theory,No,No,No,Cloudy,No,9
31-07-2026,Friday,3,10:15:00,11:15:00,Principles of Cloud Management and Security,F_KSD,3,MCA,A,Computer Lab,103,65,63.11,77.67,0,Theory,No,Yes,No,Cloudy,Yes,7
31-07-2026,Friday,4,11:15:00,12:15:00,Data Science & Machine Learning,F_SP,3,MCA,A,Computer Lab,103,93,90.29,63.11,0,Theory,No,No,No,Rainy,No,8
31-07-2026,Friday,5,13:30:00,15:30:00,DS & ML Practical,F_MLK,3,MCA,A,Computer Lab,103,61,59.22,90.29,1.25,Practical,No,No,No,Sunny,No,11
31-07-2026,Friday,1,08:30:00,09:15:00,Mobile Application Development,F_SSP,3,MCA,B,Computer Lab,101,74,73.27,,,Theory,No,No,No,Rainy,No,9
31-07-2026,Friday,2,09:15:00,10:15:00,Mobile Application Development,F_SSP,3,MCA,B,Computer Lab,101,83,82.18,73.27,0,Theory,No,No,No,Rainy,No,9
31-07-2026,Friday,3,10:15:00,11:15:00,Principles of Cloud Management and Security,F_KSD,3,MCA,B,Computer Lab,101,88,87.13,82.18,0,Theory,No,No,No,Rainy,No,7
31-07-2026,Friday,4,11:15:00,12:15:00,Data Science & Machine Learning,F_SP,3,MCA,B,Computer Lab,101,100,99.01,87.13,0,Theory,No,Yes,No,Rainy,No,8
31-07-2026,Friday,5,13:30:00,15:30:00,DS & ML Practical,F_MLK,3,MCA,B,Computer Lab,101,62,61.39,99.01,1.25,Practical,No,No,No,Rainy,No,11
01-08-2026,Saturday,1,08:30:00,09:15:00,Mobile Application Development,F_SSP,3,MCA,A,Computer Lab,103,63,61.17,,,Theory,No,No,No,Rainy,No,9
01-08-2026,Saturday,2,09:15:00,10:15:00,Mobile Application Development,F_SSP,3,MCA,A,Computer Lab,103,95,92.23,61.17,0,Theory,No,No,No,Rainy,No,9
01-08-2026,Saturday,3,10:15:00,11:15:00,Software Testing and Quality Assurance,F_DPY,3,MCA,A,Computer Lab,103,92,89.32,92.23,0,Theory,No,No,No,Cloudy,No,6
01-08-2026,Saturday,4,11:15:00,12:15:00,Principles of Cloud Management and Security,F_KSD,3,MCA,A,Computer Lab,103,80,77.67,89.32,0,Theory,No,No,No,Sunny,No,7
01-08-2026,Saturday,5,13:30:00,15:30:00,Innovation and Entrepreneurship Development,F_JSP,3,MCA,A,Computer Lab,103,79,76.7,77.67,1.25,Theory,No,No,No,Rainy,No,12
01-08-2026,Saturday,1,08:30:00,09:15:00,Mobile Application Development,F_SSP,3,MCA,B,Computer Lab,101,76,75.25,,,Theory,No,No,No,Rainy,No,9
01-08-2026,Saturday,2,09:15:00,10:15:00,Mobile Application Development,F_SSP,3,MCA,B,Computer Lab,101,67,66.34,75.25,0,Theory,No,No,No,Rainy,No,9
01-08-2026,Saturday,3,10:15:00,11:15:00,Software Testing and Quality Assurance,F_DPY,3,MCA,B,Computer Lab,101,60,59.41,66.34,0,Theory,No,No,No,Cloudy,No,6
01-08-2026,Saturday,4,11:15:00,12:15:00,Principles of Cloud Management and Security,F_KSD,3,MCA,B,Computer Lab,101,52,51.49,59.41,0,Theory,No,No,No,Cloudy,No,7
01-08-2026,Saturday,5,13:30:00,15:30:00,Innovation and Entrepreneurship Development,F_JSP,3,MCA,B,Computer Lab,101,51,50.5,51.49,1.25,Theory,No,No,No,Rainy,Yes,12
03-08-2026,Monday,1,08:30:00,09:15:00,Mobile Application Development,F_SSP,3,MCA,A,Computer Lab,103,59,57.28,,,Theory,Yes,No,No,Rainy,No,9
03-08-2026,Monday,2,09:15:00,10:15:00,Mobile Application Development,F_SSP,3,MCA,A,Computer Lab,103,75,72.82,57.28,0,Theory,Yes,No,No,Cloudy,No,9
03-08-2026,Monday,3,10:15:00,11:15:00,Data Science & Machine Learning,F_SP,3,MCA,A,Computer Lab,103,68,66.02,72.82,0,Theory,Yes,No,No,Rainy,No,8
03-08-2026,Monday,4,11:15:00,12:15:00,Software Testing and Quality Assurance,F_DPY,3,MCA,A,Computer Lab,103,55,53.4,66.02,0,Theory,Yes,No,No,Cloudy,No,6
03-08-2026,Monday,5,13:30:00,15:30:00,Industry Readiness Program,F_Visiting,3,MCA,A,Computer Lab,103,65,63.11,53.4,1.25,Theory,Yes,No,No,Rainy,No,4
03-08-2026,Monday,1,08:30:00,09:15:00,Mobile Application Development,F_SSP,3,MCA,B,Computer Lab,101,62,61.39,,,Theory,Yes,No,No,Rainy,Yes,9
03-08-2026,Monday,2,09:15:00,10:15:00,Mobile Application Development,F_SSP,3,MCA,B,Computer Lab,101,56,55.45,61.39,0,Theory,Yes,No,No,Rainy,No,9
03-08-2026,Monday,3,10:15:00,11:15:00,Data Science & Machine Learning,F_SP,3,MCA,B,Computer Lab,101,72,71.29,55.45,0,Theory,Yes,No,No,Cloudy,No,8
03-08-2026,Monday,4,11:15:00,12:15:00,Software Testing and Quality Assurance,F_DPY,3,MCA,B,Computer Lab,101,68,67.33,71.29,0,Theory,Yes,No,No,Sunny,No,6
03-08-2026,Monday,5,13:30:00,15:30:00,Industry Readiness Program,F_Visiting,3,MCA,B,Computer Lab,101,59,58.42,67.33,1.25,Theory,Yes,No,No,Cloudy,No,4
04-08-2026,Tuesday,1,08:30:00,09:15:00,Mobile Application Development,F_SSP,3,MCA,A,Computer Lab,103,64,62.14,,,Theory,Yes,No,No,Sunny,Yes,9
04-08-2026,Tuesday,2,09:15:00,10:15:00,Mobile Application Development,F_SSP,3,MCA,A,Computer Lab,103,52,50.49,62.14,0,Theory,Yes,No,No,Sunny,No,9
04-08-2026,Tuesday,3,10:15:00,11:15:00,Data Science & Machine Learning,F_SP,3,MCA,A,Computer Lab,103,73,70.87,50.49,0,Theory,Yes,No,No,Sunny,No,8
04-08-2026,Tuesday,4,11:15:00,12:15:00,Principles of Cloud Management and Security,F_KSD,3,MCA,A,Computer Lab,103,71,68.93,70.87,0,Theory,Yes,No,No,Sunny,No,7
04-08-2026,Tuesday,5,13:30:00,15:30:00,Software Testing and Quality Assurance,F_DPY,3,MCA,A,Computer Lab,103,80,77.67,68.93,1.25,Practical,Yes,No,No,Sunny,No,6
04-08-2026,Tuesday,1,08:30:00,09:15:00,Mobile Application Development,F_SSP,3,MCA,B,Computer Lab,101,75,74.26,,,Theory,Yes,No,No,Sunny,No,9
04-08-2026,Tuesday,2,09:15:00,10:15:00,Mobile Application Development,F_SSP,3,MCA,B,Computer Lab,101,62,61.39,74.26,0,Theory,Yes,No,No,Rainy,No,9
04-08-2026,Tuesday,3,10:15:00,11:15:00,Data Science & Machine Learning,F_SP,3,MCA,B,Computer Lab,101,82,81.19,61.39,0,Theory,Yes,No,No,Rainy,No,8
04-08-2026,Tuesday,4,11:15:00,12:15:00,Principles of Cloud Management and Security,F_KSD,3,MCA,B,Computer Lab,101,76,75.25,81.19,0,Theory,Yes,No,No,Rainy,No,7
04-08-2026,Tuesday,5,13:30:00,15:30:00,Software Testing and Quality Assurance,F_DPY,3,MCA,B,Computer Lab,101,64,63.37,75.25,1.25,Practical,Yes,No,No,Rainy,No,6
05-08-2026,Wednesday,1,08:30:00,09:15:00,Mobile Application Development,F_SSP,3,MCA,A,Computer Lab,103,85,82.52,,,Practical,Yes,No,No,Rainy,No,9
05-08-2026,Wednesday,2,09:15:00,10:15:00,Mobile Application Development,F_SSP,3,MCA,A,Computer Lab,103,72,69.9,82.52,0,Practical,Yes,No,No,Cloudy,No,9
05-08-2026,Wednesday,3,10:15:00,11:15:00,Mini Project,F_RSZ,3,MCA,A,Computer Lab,103,76,73.79,69.9,0,Practical,Yes,No,No,Rainy,No,15
05-08-2026,Wednesday,4,11:15:00,12:15:00,Mini Project,F_RSZ,3,MCA,A,Computer Lab,103,67,65.05,73.79,0,Practical,Yes,No,No,Sunny,No,15
05-08-2026,Wednesday,1,08:30:00,09:15:00,Mobile Application Development,F_SSP,3,MCA,B,Computer Lab,101,56,55.45,,,Practical,Yes,No,No,Cloudy,No,9
05-08-2026,Wednesday,2,09:15:00,10:15:00,Mobile Application Development,F_SSP,3,MCA,B,Computer Lab,101,65,64.36,55.45,0,Practical,Yes,No,No,Rainy,No,9
05-08-2026,Wednesday,3,10:15:00,11:15:00,Mini Project,F_RSZ,3,MCA,B,Computer Lab,101,61,60.4,64.36,0,Practical,Yes,No,No,Cloudy,No,15
05-08-2026,Wednesday,4,11:15:00,12:15:00,Mini Project,F_RSZ,3,MCA,B,Computer Lab,101,62,61.39,60.4,0,Practical,Yes,No,No,Rainy,No,15
06-08-2026,Thursday,1,08:30:00,09:15:00,Mobile Application Development,F_SSP,3,MCA,A,Computer Lab,103,60,58.25,,,Theory,Yes,No,No,Cloudy,No,9
06-08-2026,Thursday,2,09:15:00,10:15:00,Mobile Application Development,F_SSP,3,MCA,A,Computer Lab,103,72,69.9,58.25,0,Theory,Yes,No,No,Rainy,No,9
06-08-2026,Thursday,3,10:15:00,11:15:00,Innovation and Entrepreneurship Development,F_JSP,3,MCA,A,Computer Lab,103,66,64.08,69.9,0,Theory,Yes,No,No,Cloudy,No,12
06-08-2026,Thursday,4,11:15:00,12:15:00,Innovation and Entrepreneurship Development,F_JSP,3,MCA,A,Computer Lab,103,73,70.87,64.08,0,Theory,Yes,No,No,Rainy,Yes,12
06-08-2026,Thursday,5,13:30:00,15:30:00,STQA Practical,F_DPY,3,MCA,A,Computer Lab,103,63,61.17,70.87,1.25,Practical,Yes,Yes,No,Sunny,No,6
06-08-2026,Thursday,1,08:30:00,09:15:00,Mobile Application Development,F_SSP,3,MCA,B,Computer Lab,101,72,71.29,,,Theory,Yes,No,No,Cloudy,No,9
06-08-2026,Thursday,2,09:15:00,10:15:00,Mobile Application Development,F_SSP,3,MCA,B,Computer Lab,101,68,67.33,71.29,0,Theory,Yes,Yes,No,Cloudy,No,9
06-08-2026,Thursday,3,10:15:00,11:15:00,Innovation and Entrepreneurship Development,F_JSP,3,MCA,B,Computer Lab,101,51,50.5,67.33,0,Theory,Yes,No,No,Rainy,No,12
06-08-2026,Thursday,4,11:15:00,12:15:00,Innovation and Entrepreneurship Development,F_JSP,3,MCA,B,Computer Lab,101,58,57.43,50.5,0,Theory,Yes,No,No,Rainy,No,12
06-08-2026,Thursday,5,13:30:00,15:30:00,STQA Practical,F_DPY,3,MCA,B,Computer Lab,101,52,51.49,57.43,1.25,Practical,Yes,No,No,Sunny,Yes,6
07-08-2026,Friday,1,08:30:00,09:15:00,Mobile Application Development,F_SSP,3,MCA,A,Computer Lab,103,88,85.44,,,Theory,Yes,No,No,Rainy,No,9
07-08-2026,Friday,2,09:15:00,10:15:00,Mobile Application Development,F_SSP,3,MCA,A,Computer Lab,103,79,76.7,85.44,0,Theory,Yes,No,No,Rainy,No,9
07-08-2026,Friday,3,10:15:00,11:15:00,Principles of Cloud Management and Security,F_KSD,3,MCA,A,Computer Lab,103,73,70.87,76.7,0,Theory,Yes,No,No,Rainy,No,7
07-08-2026,Friday,4,11:15:00,12:15:00,Data Science & Machine Learning,F_SP,3,MCA,A,Computer Lab,103,86,83.5,70.87,0,Theory,Yes,No,No,Rainy,No,8
